@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
0, 0, 0, 0, 0, 0, 0, 0, 0.2813, 0, 0, 0.1352, 0, 0, 0.8033, 0, 0, 0.085, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0031, 0,211
0, 0, 0, 0, 0.0875, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0.1857, 0.0689, 0.2083, 0, 0, 0, 0, 0, 0, 0, 0.1386, 0, 0, 0, 0, 0.0282, 0, 0, 0.0147, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0, 0.1133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 1.77,211
0.2722, 0.195, 0, 0, 0, 0, 0.03, 0.1246, 0.4525, 0, 0, 0.0356, 0, 0, 0, 0, 0, 1.1028, 0, 0, 0, 0, 0, 0, 0.2325, 0.0325, 0, 0, 0.4182, 0, 0.1176, 0, 0, 0.0114, 0,211
0, 0, 0, 0, 0, 0, 0.0199, 0, 0, 0, 0, 0, 0, 0, 1.1489, 0, 0, 0.1939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0447, 0, 0, 0.0041, 0,211
0, 0.4483, 0, 0.16, 0, 0, 0.0491, 0.0623, 0.2875, 0, 0, 0.1478, 0, 0, 0, 0.2057, 0.0853, 0.1461, 0, 0, 0, 0, 0.0274, 0, 0, 0.1175, 0, 0, 0.0605, 0, 0.0306, 0, 0, 0, 0,211
0, 0.195, 0, 0.4767, 0.0875, 0, 0, 0, 0.1125, 0, 0, 0.0507, 0, 0, 0, 0.1086, 0, 0.06, 0, 0, 0, 0, 0.1148, 0, 0.27, 0.095, 0, 0, 0, 0.1467, 0.0694, 0, 0, 0.0204, 0,211
0, 0, 0, 0, 0.2395, 0, 0.0672, 0.7862, 0.985, 0, 0, 0.1067, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0704, 0, 0, 0.0213, 0,211
0.0867, 0, 0, 0.16, 0.086, 0, 0.0866, 0, 0.5263, 0, 0, 0.0863, 0, 0, 0.6511, 0.1157, 0, 0.1222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0.0461, 0, 0, 0.0062, 0,211
0.1744, 0.6433, 0, 0.16, 0, 0, 0.1434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1989, 0.2028, 0, 0, 0, 0, 0, 0, 0, 0.0675, 0, 0, 0, 0, 0, 0, 0, 0.0116, 0,211
0, 0, 0, 0, 0, 0, 0.0185, 0.0623, 0, 0, 0, 0.0348, 0, 0, 0.1522, 0.1, 0.0532, 0.1989, 0, 0, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0.1267, 0.0492, 0, 0, 0.0111, 0.355,211
0, 0.195, 0, 0.16, 0, 0, 0, 0.1185, 0, 0, 0, 0.0441, 0, 0, 0, 0.0914, 0, 0.3439, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0.0324, 0, 0, 0.0184, 0,211
0, 0, 0, 0, 0.13, 0, 0, 0.4846, 0, 0, 0, 0.0356, 0, 0, 0, 0.1064, 0.0532, 0.0406, 0, 0, 0, 0, 0.0635, 0, 0.27, 0.0714, 0, 0, 0, 0, 0, 0, 0, 0.0088, 0,211
0.0867, 0.895, 0, 0, 0.13, 0, 0, 0.59, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0.1137, 0.0567, 0, 0, 0, 0, 0.1096, 0, 0, 0, 0, 0, 0.0377, 0, 0.0949, 0, 0, 0.0152, 0,211
0, 0.84, 0.07, 0.16, 0, 0, 0.0648, 0, 0, 0, 0.3783, 0.0959, 0, 0, 0.3256, 0, 0.1205, 0.2072, 0, 0, 0, 0, 0, 0, 0, 0.1506, 0, 0, 0.06, 0.094, 0.0722, 0, 0, 0.0122, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0.3263, 0, 0, 0, 0, 0.0605, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0863, 0, 0, 0.0192, 0.355,211
0, 0, 0, 0, 0, 0, 0.0227, 0.0908, 0, 0.305, 0, 0.1793, 0, 0, 0, 0.3421, 0.06, 0.1611, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0.0308, 0.355,211
0, 1.8717, 0, 0, 0, 0, 0.1463, 0, 0.7837, 0, 0, 0.0881, 0, 0, 0, 0, 0, 0.1389, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0, 0, 0.0172, 0,211
0, 0, 0, 0, 0, 0, 0.087, 0.1231, 0, 0.275, 0, 0.2307, 0, 0, 0, 0, 0, 0.1917, 0, 0, 0.2037, 0, 0.0596, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.0184, 0,211
0, 0.5867, 0, 0, 0.13, 0, 0.0646, 0.2354, 0.1125, 0, 0, 0, 0, 0, 0, 0.1064, 0, 0, 0, 0, 0, 0, 0.137, 0, 0, 0.0486, 0, 0, 0, 0.3133, 0.1324, 0, 0, 0.0122, 0,211
0.0811, 0.5833, 0, 0, 0, 0, 0.0521, 0.0623, 0, 0, 0, 0.0315, 0, 0, 0, 0.1921, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0.0394, 0, 0, 0, 0, 0.0337, 0, 0, 0.0098, 0,211
0, 0, 0, 0.7933, 0, 0, 0, 0.2315, 0.3513, 0, 0, 0, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0859, 0, 0, 0.0062, 0,211
0, 0.6433, 0, 0, 0, 0, 0.0194, 0.7469, 0.3438, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0.0411, 0, 0, 0, 0, 0.1557, 0, 0, 0.0325, 0, 0, 0.0377, 0, 0.0249, 0, 0, 0.0175, 0,211
0.0778, 0, 0, 0, 0.1525, 0, 0.0194, 0.2477, 0.1688, 0, 0, 0.0348, 0, 0, 0, 0, 0.0889, 0.1378, 0, 0, 0, 0, 0, 0, 0, 0.0872, 0, 0, 0, 0, 0, 0, 0, 0.0074, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.1159, 0, 0, 1.1489, 0.0657, 0, 0.085, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0249, 0, 0, 0.0034, 0,211
0, 0, 0, 0, 0, 0, 0.0254, 0.2354, 0.1125, 0, 0, 0, 0, 0, 0, 0.1707, 0, 0.17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0.0208, 0,211
0, 0, 0, 0, 0.8115, 0.514, 0.0687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2461, 0, 0, 0, 0, 0, 0, 0, 0.3242, 0, 0, 0.0377, 0, 0, 0, 0, 0.0227, 0,211
0.1744, 0.185, 0, 0.3167, 0.107, 0, 0.0604, 0.0623, 0, 0, 0, 0.0767, 0, 0, 0, 0, 0.0532, 0.1506, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0.0467, 0, 0, 0.0119, 0,211
0.3556, 0.4483, 0, 0, 0, 0, 0.109, 0.3123, 0.1125, 0, 0, 0.0911, 0, 0, 0.1522, 0, 0.1137, 0.4539, 0, 0, 0.2037, 0, 0, 0, 0, 0.1608, 0, 2.21, 0.1209, 0, 0, 0, 0, 0.0232, 1.77,211
0, 0.84, 0, 0.16, 0, 0, 0.0221, 0.0623, 0, 0, 0, 0.067, 0, 0, 0, 0, 0.1353, 0.085, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0.0578, 0, 0, 0.0072, 0,211
0.0811, 0, 0, 0.16, 0, 0, 0.0194, 0.2654, 0, 0, 0, 0, 0, 0, 0, 0.3007, 0.1774, 0.6667, 0, 0, 0, 0, 0.1813, 0, 0, 0.0311, 0, 0, 0.0377, 0, 0, 0, 0, 0.0063, 0,211
0.0911, 0.895, 0, 0, 0.1385, 0, 0.0243, 0.0623, 0, 0, 0, 0.1237, 0, 0, 0.3256, 0.0657, 0.0532, 0.145, 0, 0, 0, 0, 0, 0, 0, 0.0675, 0, 0, 0.0982, 0, 0, 0, 0, 0.0091, 0,211
0.3489, 1.09, 0, 0, 0, 0, 0.0872, 0.2138, 0, 0, 0, 0.3185, 0, 0, 0.3056, 0, 1.2726, 0.89, 0, 0, 0, 0, 0, 0, 0, 0.0872, 0, 0, 0.0377, 0, 0.1067, 0, 0, 0.0249, 0,211
0, 2.125, 0.07, 0.16, 0, 0, 0.0194, 0, 0, 0, 0.3783, 0.0904, 0, 0, 0, 0, 0.1063, 0.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0.094, 0, 0, 0, 0.0086, 0,211
0, 1.6967, 0, 0.16, 0, 0, 0.1007, 0.0623, 0, 0, 0, 0.1059, 0, 0, 0.4578, 0, 0.5926, 0.6917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0167, 0, 0, 0.0039, 0,211
0, 1.0533, 0, 0, 0, 0, 0.0946, 0.2446, 0, 0, 0, 0.1067, 0, 0, 0, 0.1707, 0.1821, 0.4861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0125, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0544, 0, 0, 0, 0, 0, 0.1922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1205, 0, 0.0645, 0, 0, 0.016, 0,211
0, 0.195, 0.0844, 0, 0.065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2707, 0.0721, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0.1875, 0, 0, 0, 0, 0.0235, 0, 0, 0.0105, 0,211
0, 0, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0.0856, 0, 20.74, 0, 0.1557, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.094, 0.0498, 0, 0, 0.0199, 0,211
0, 1.54, 0, 0, 0, 0, 0.109, 0, 0.175, 0, 0, 0, 0, 0, 0, 0, 0, 0.31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5295, 0, 0.0957, 0, 0, 0.0123, 0,211
0, 0, 0, 0, 0, 0, 0.0185, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0206, 0,211
0, 0, 0, 0, 0, 0, 0, 0.1231, 0, 0.305, 0.3567, 0, 0, 0, 0, 0, 0, 0.2156, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0177, 0,211
0, 0, 0, 0.16, 0.086, 0, 0.0157, 0.0623, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0, 0.5017, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0.0467, 0, 0, 0.0145, 0,211
0, 0.195, 0, 0.6367, 0, 0, 0.0157, 0.0908, 0, 0, 0, 0.1067, 0, 0, 0, 0.1, 0, 0.1472, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0, 0, 0.0042, 0,211
0, 0, 0.2044, 0, 0, 0, 0, 0.0623, 0.4013, 0, 0, 0.0315, 0, 0, 2.5844, 0.0657, 0.0853, 0.1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0072, 0,211
0.1744, 0.195, 0, 0, 0, 0, 0.0419, 4.9454, 0.2875, 0, 0, 0, 0, 0, 0, 0, 0, 0.1261, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.0088, 0,211
0, 0, 0, 0.7933, 0, 0, 0.0157, 0.3931, 0.3438, 0, 0, 0.0707, 0, 0, 0, 0.1964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0, 0, 0, 0, 0, 0.0106, 0,211
0, 0.4483, 0.07, 0, 0, 0, 0.2116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2305, 0.7606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0.0778, 0, 0, 0.0139, 0,211
0, 0, 0, 0, 0, 0, 0.0194, 0, 0.1125, 0, 0, 0.1481, 0, 0, 0, 0.1579, 0, 0.0411, 0, 0, 0, 0, 0.1783, 0, 0, 0.0311, 0, 0, 0, 0, 0.0867, 0, 0, 0.0336, 0,211
0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0, 0, 0, 0.1, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0306, 0, 0, 0.0059, 0,211
0.0867, 0, 0, 0, 0, 0, 0.0267, 0.1231, 0, 0, 0, 0.1256, 0, 0, 0, 0, 0, 0.1167, 0, 0, 0, 0, 0.123, 0, 0, 0, 0, 0, 0.0377, 0, 0.0622, 0, 0, 0.0109, 0,211
0.0456, 0.185, 0, 0, 0, 0, 0.0649, 0, 0, 0, 0, 0.0611, 0, 0, 0, 0.1579, 0.0605, 0.1517, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0.3833, 0.0422, 0, 0, 0.0053, 0,211
0, 1.3667, 0, 0, 0, 0, 0.0854, 0.0623, 0.8838, 0, 0, 0, 0, 0, 0, 0.1064, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0.0249, 0, 0, 0.0156, 0,211
0, 0.6433, 0.07, 0.3167, 0.081, 0, 0.1097, 0.1246, 0.3513, 0, 0, 0.2889, 0, 0, 0, 0, 0.1174, 0.5978, 0, 0, 0, 0, 0, 0.2111, 0, 0.2456, 0, 0, 0.0605, 0, 0.0386, 0, 0, 0.0086, 0,211
0, 0, 0, 0, 0, 0, 0.0418, 0, 0, 0, 0.2983, 0.0348, 0, 0, 0, 0, 0, 0.1261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21, 0, 0, 0.0471, 0, 0, 0.0138, 0,211
0, 0, 0, 0.16, 0, 0, 0, 0.1969, 0, 0, 0, 0, 0, 0, 0, 0.1921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0, 0, 0.0088, 0,211
0.0867, 1.1433, 0, 0, 0, 0, 0.0991, 0.3069, 0, 0, 0, 0.1415, 0, 0, 0.4789, 0.0857, 0.3311, 0.2828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0616, 0, 0, 0.0112, 0,211
0, 0.39, 0, 0, 0.065, 0, 0, 0, 0.1688, 0, 0, 0.0881, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0197, 0,211
0, 1.345, 0, 0, 0, 0, 0.0157, 0.7692, 0.175, 0, 0, 0, 0, 0, 0, 0.0857, 0.1216, 0.32, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.1576, 0, 0, 0.0004, 0,211
0.0778, 0.39, 0.07, 0, 0, 0, 0.0191, 0, 0.5725, 0, 0, 0.3359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0635, 0, 0, 0, 0, 0, 0, 0, 0.0198, 0, 0, 0.0073, 0,211
0, 0, 0, 0, 0, 0, 0.0709, 0, 0.2263, 0, 0, 0, 0, 0, 0, 0.2129, 0.1821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2387, 0.1316, 0, 0, 0.0175, 0,211
0, 0, 0, 0, 0, 0, 0.0806, 0.25, 0.175, 0, 0, 0.1252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.86, 0, 0, 0.0467, 0, 0, 0.0277, 0,211
0, 0.6433, 0.2744, 0.4767, 0.162, 0, 0.0199, 0.0785, 0, 0, 0, 0.2393, 0, 0, 0, 0.2707, 0.1353, 0.4261, 0, 0, 0, 0, 0.0548, 0, 0, 0.1367, 0, 0, 0, 0, 0.0925, 0, 0, 0.015, 0,211
0, 0.6433, 0, 0, 0, 0, 0, 0.5569, 0.3513, 0, 0, 0.0348, 0, 0.55, 0, 0, 0.1137, 0.1067, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0367, 0, 0, 0.0049, 0,211
0.1267, 0.5567, 0, 0.4767, 0.065, 0, 0.1567, 0.4546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 1.11, 0.1209, 0, 0.0839, 0, 0, 0.0104, 0,211
0, 3.4117, 0, 0, 0.122, 0, 0.0384, 0, 0.1688, 0, 0, 0.0452, 0, 0, 0, 0, 0.4547, 0, 0, 0, 0, 0, 0.077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0067, 0,211
0.11, 0, 0, 0, 0, 0, 0, 1.9492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0694, 0, 0, 0, 0, 0.0635, 0, 0, 0.2039, 0, 0, 0.1882, 0, 0.0167, 0, 0, 0.0116, 0,211
0.1811, 0.555, 0, 0, 0, 0, 0.0185, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0545, 0, 0.0645, 0, 0, 0.0118, 0.71,211
0, 0, 0, 0, 0, 0, 0, 0.2354, 2.92, 0, 0, 0.0893, 0, 0, 0, 0.1157, 0, 0.1611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.0047, 0,211
0, 0.195, 0, 0, 0, 0, 0, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0, 0,211
0.1722, 0.185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 1.11, 0, 0.11, 0.0373, 0, 0, 0.0054, 0,211
0, 0.895, 0, 0, 0, 0, 0.0234, 0.0623, 0.2113, 0, 0, 0.0707, 0, 0, 0, 0, 0.2147, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0.0278, 0, 0, 0.0125, 0,211
0.2589, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0.2444, 0.0857, 0.1447, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 2.21, 0, 0, 0.0492, 0, 0, 0.0054, 0,211
0, 1.345, 0, 0.3167, 0, 0, 0.0419, 0.4408, 0.5263, 0, 0, 0, 0, 0, 0, 0, 0, 0.1839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0044, 0,211
0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0, 0.0441, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0.0548, 0, 0, 0.0478, 0, 0, 0, 0, 0.028, 0, 0, 0.0021, 0.71,211
0.1744, 0, 0, 0, 0, 0, 0, 0.1231, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0, 0.1922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1568, 0, 0.0702, 0, 0, 0.0052, 0,211
0, 0, 0, 0, 0, 0, 0.0194, 0.8323, 0, 0, 0, 0.0356, 0, 0, 0.1989, 0, 0, 0.0567, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.0028, 0,211
0, 0.7817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.0087, 0,211
0, 0, 0, 0, 0, 0, 0.037, 0, 0.175, 0, 0, 0.0315, 0, 0, 0, 0.1086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0972, 0, 0, 0, 0.094, 0.1186, 0, 0, 0.0061, 0,211
0, 0.185, 0, 0, 0, 0, 0.037, 0.1323, 0, 0, 0, 0.2263, 0, 0, 0, 0.2164, 0, 0.1172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0571, 0, 0, 0.0056, 0,211
0.0456, 1.46, 0, 0.16, 0.0735, 0, 0.0393, 0, 0, 0, 0, 0.1748, 0, 0, 0, 0, 0.4095, 0.3111, 0, 0, 0, 0, 0.0548, 0, 0.5025, 0.1183, 0, 0, 0.2155, 0, 0.1075, 0, 0, 0.0107, 0,211
0.1589, 0, 0.07, 0, 0, 0, 0.0194, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0.2279, 0.2272, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0555, 0, 0, 0.0063, 0,211
0, 0, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0531, 0, 0, 0.0044, 0,211
0.0867, 0.6433, 0, 0, 0, 0, 0.0715, 0.36, 0.175, 0, 0, 0, 0, 0, 0, 0, 0.3416, 0.3772, 0, 0, 0, 0, 0, 0, 0, 0.1436, 0, 0, 0, 0, 0, 0, 0, 0.0082, 0,211
0, 0.195, 0, 0, 0.1745, 0, 0, 0, 0, 0, 0, 0.1485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0.128, 0, 0, 0.0114, 0.355,211
0, 0, 0, 0, 0.0735, 0, 0, 0, 0.1125, 0, 0, 0.1052, 0, 0, 0, 0.6057, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0.0314, 0, 0, 0.0559, 0, 0.028, 0, 0, 0.006, 0,211
0, 0, 0, 0.16, 0, 0, 0.0194, 0, 0, 0, 0, 0.1326, 0, 0, 0, 0.1707, 0.2432, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0, 0, 0.0066, 0.355,211
0, 0, 0.28, 0, 0, 0, 0, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0.0857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0028, 0,211
0.1267, 0, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0.1267, 0, 0, 0, 0.0048, 0,211
0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0.1393, 0, 0, 0, 0.1707, 0.0605, 0.1239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0835, 0, 0, 0.0081, 0,211
0.1322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 4.43, 0, 0, 0.0653, 0, 0, 0.0054, 0,211
0.0811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0761, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0, 0, 0.2533, 0, 0, 0, 0.0047, 0,211
0.1611, 0, 0, 0, 0.0875, 0, 0, 0, 0.175, 0, 0, 0, 0, 0, 0.1522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0492, 0, 0, 0.0048, 0,211
0, 0, 0, 0, 0, 0, 0, 0.1569, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0, 0.1283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0698, 0, 0, 0.0007, 0,211
0, 0, 0, 0, 0, 0, 0.0306, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0008, 0,211
0, 0.195, 0, 0, 0.0875, 0, 0, 0.5608, 0.3438, 0, 0, 0, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0, 0, 0.0019, 0,211
0, 0.7817, 0, 0, 0.149, 0, 0, 0, 2.8888, 0, 0, 0.0441, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0.0581, 0, 0, 0.1264, 0, 0, 0, 0, 0.007, 0,211
0, 0.38, 0, 0, 0.2235, 0, 0, 0, 0.4325, 0, 0, 0.0348, 0, 0, 0, 0, 0.0689, 0, 0, 0, 0.2037, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0.0669, 0, 0, 0.0156, 0,211
0, 0, 0, 0, 0, 0.858, 0.0724, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0.0821, 0.0411, 0, 0, 0, 0, 0.0596, 0, 0, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0.0258, 0,344
0.0456, 0, 0.3244, 0, 0, 0, 0.0221, 0.4715, 0.1125, 0, 0, 0, 0, 0, 0, 0.0857, 0, 0.0656, 0, 0, 0, 0, 0, 0, 0, 0.0478, 0, 1.11, 0.0377, 0, 0.0351, 0, 0, 0.0098, 0,344
0, 0, 0.0844, 0, 0.0875, 0, 0.1019, 0, 0.1125, 0, 0, 0.0507, 0, 0, 0, 0, 0.1221, 0, 0, 0, 0, 0, 0, 0, 1.0825, 0.0325, 0, 0, 0, 0, 0.0537, 0, 0, 0.0188, 0,344
0.2267, 0, 0.07, 0, 0, 0, 0.0582, 0.0785, 0.2113, 0, 0, 0.0544, 0, 0, 0, 0, 0.0605, 0, 0, 0, 0, 0, 0.0822, 0, 1.4525, 0.0639, 0, 0, 0.0559, 0, 0.0516, 0, 0, 0.013, 0.71,344
